PING 9.9.9.9 (9.9.9.9) 56(84) bytes of data.
64 bytes from 9.9.9.9: icmp_seq=65 ttl=56 time=48.9 ms
64 bytes from 9.9.9.9: icmp_seq=66 ttl=56 time=44.6 ms
64 bytes from 9.9.9.9: icmp_seq=67 ttl=56 time=32.1 ms
64 bytes from 9.9.9.9: icmp_seq=68 ttl=56 time=40.0 ms
64 bytes from 9.9.9.9: icmp_seq=69 ttl=56 time=26.8 ms
64 bytes from 9.9.9.9: icmp_seq=70 ttl=56 time=24.2 ms
64 bytes from 9.9.9.9: icmp_seq=71 ttl=56 time=35.3 ms
64 bytes from 9.9.9.9: icmp_seq=72 ttl=56 time=17.6 ms
64 bytes from 9.9.9.9: icmp_seq=73 ttl=56 time=20.9 ms
64 bytes from 9.9.9.9: icmp_seq=74 ttl=56 time=23.2 ms
64 bytes from 9.9.9.9: icmp_seq=75 ttl=56 time=39.3 ms
64 bytes from 9.9.9.9: icmp_seq=76 ttl=56 time=25.5 ms
64 bytes from 9.9.9.9: icmp_seq=77 ttl=56 time=21.1 ms
64 bytes from 9.9.9.9: icmp_seq=78 ttl=56 time=27.4 ms
64 bytes from 9.9.9.9: icmp_seq=79 ttl=56 time=24.4 ms
64 bytes from 9.9.9.9: icmp_seq=80 ttl=56 time=20.5 ms
64 bytes from 9.9.9.9: icmp_seq=81 ttl=56 time=21.5 ms
64 bytes from 9.9.9.9: icmp_seq=82 ttl=56 time=17.4 ms
64 bytes from 9.9.9.9: icmp_seq=83 ttl=56 time=15.1 ms
64 bytes from 9.9.9.9: icmp_seq=84 ttl=56 time=41.9 ms
64 bytes from 9.9.9.9: icmp_seq=85 ttl=56 time=43.4 ms
64 bytes from 9.9.9.9: icmp_seq=86 ttl=56 time=21.7 ms
64 bytes from 9.9.9.9: icmp_seq=87 ttl=56 time=37.9 ms
64 bytes from 9.9.9.9: icmp_seq=88 ttl=56 time=19.1 ms
64 bytes from 9.9.9.9: icmp_seq=89 ttl=56 time=36.2 ms
64 bytes from 9.9.9.9: icmp_seq=90 ttl=56 time=33.0 ms
64 bytes from 9.9.9.9: icmp_seq=91 ttl=56 time=22.0 ms
64 bytes from 9.9.9.9: icmp_seq=92 ttl=56 time=31.1 ms
64 bytes from 9.9.9.9: icmp_seq=93 ttl=56 time=25.4 ms
64 bytes from 9.9.9.9: icmp_seq=94 ttl=56 time=28.3 ms
64 bytes from 9.9.9.9: icmp_seq=95 ttl=56 time=26.7 ms
64 bytes from 9.9.9.9: icmp_seq=96 ttl=56 time=22.9 ms
64 bytes from 9.9.9.9: icmp_seq=97 ttl=56 time=23.1 ms
64 bytes from 9.9.9.9: icmp_seq=98 ttl=56 time=22.0 ms
64 bytes from 9.9.9.9: icmp_seq=99 ttl=56 time=19.8 ms
64 bytes from 9.9.9.9: icmp_seq=100 ttl=56 time=37.3 ms
