PING 75.75.75.75 (75.75.75.75) 56(84) bytes of data.
64 bytes from 75.75.75.75: icmp_seq=70 ttl=57 time=31.8 ms
64 bytes from 75.75.75.75: icmp_seq=71 ttl=57 time=40.2 ms
64 bytes from 75.75.75.75: icmp_seq=72 ttl=57 time=38.7 ms
64 bytes from 75.75.75.75: icmp_seq=73 ttl=57 time=70.4 ms
64 bytes from 75.75.75.75: icmp_seq=74 ttl=57 time=28.1 ms
64 bytes from 75.75.75.75: icmp_seq=75 ttl=57 time=24.6 ms
64 bytes from 75.75.75.75: icmp_seq=76 ttl=57 time=20.4 ms
64 bytes from 75.75.75.75: icmp_seq=77 ttl=57 time=41.7 ms
64 bytes from 75.75.75.75: icmp_seq=78 ttl=57 time=21.5 ms
64 bytes from 75.75.75.75: icmp_seq=79 ttl=57 time=56.5 ms
64 bytes from 75.75.75.75: icmp_seq=80 ttl=57 time=44.3 ms
64 bytes from 75.75.75.75: icmp_seq=81 ttl=57 time=24.6 ms
64 bytes from 75.75.75.75: icmp_seq=82 ttl=57 time=26.5 ms
64 bytes from 75.75.75.75: icmp_seq=83 ttl=57 time=25.7 ms
64 bytes from 75.75.75.75: icmp_seq=84 ttl=57 time=17.8 ms
64 bytes from 75.75.75.75: icmp_seq=85 ttl=57 time=51.3 ms
64 bytes from 75.75.75.75: icmp_seq=86 ttl=57 time=69.4 ms
64 bytes from 75.75.75.75: icmp_seq=87 ttl=57 time=105 ms
64 bytes from 75.75.75.75: icmp_seq=88 ttl=57 time=48.9 ms
64 bytes from 75.75.75.75: icmp_seq=89 ttl=57 time=16.4 ms
64 bytes from 75.75.75.75: icmp_seq=90 ttl=57 time=39.6 ms
64 bytes from 75.75.75.75: icmp_seq=91 ttl=57 time=41.8 ms
64 bytes from 75.75.75.75: icmp_seq=92 ttl=57 time=16.8 ms
64 bytes from 75.75.75.75: icmp_seq=93 ttl=57 time=34.8 ms
64 bytes from 75.75.75.75: icmp_seq=94 ttl=57 time=36.6 ms
64 bytes from 75.75.75.75: icmp_seq=95 ttl=57 time=36.9 ms
64 bytes from 75.75.75.75: icmp_seq=96 ttl=57 time=18.5 ms
64 bytes from 75.75.75.75: icmp_seq=97 ttl=57 time=48.1 ms
64 bytes from 75.75.75.75: icmp_seq=98 ttl=57 time=30.6 ms
64 bytes from 75.75.75.75: icmp_seq=99 ttl=57 time=20.1 ms
64 bytes from 75.75.75.75: icmp_seq=100 ttl=57 time=18.5 ms
