PING 1.0.0.1 (1.0.0.1) 56(84) bytes of data.
64 bytes from 1.0.0.1: icmp_seq=50 ttl=56 time=26.2 ms
64 bytes from 1.0.0.1: icmp_seq=51 ttl=56 time=428 ms
64 bytes from 1.0.0.1: icmp_seq=52 ttl=56 time=39.5 ms
64 bytes from 1.0.0.1: icmp_seq=53 ttl=56 time=59.5 ms
64 bytes from 1.0.0.1: icmp_seq=54 ttl=56 time=21.5 ms
64 bytes from 1.0.0.1: icmp_seq=55 ttl=56 time=51.3 ms
64 bytes from 1.0.0.1: icmp_seq=56 ttl=56 time=22.4 ms
64 bytes from 1.0.0.1: icmp_seq=57 ttl=56 time=37.3 ms
64 bytes from 1.0.0.1: icmp_seq=58 ttl=56 time=46.4 ms
64 bytes from 1.0.0.1: icmp_seq=59 ttl=56 time=203 ms
64 bytes from 1.0.0.1: icmp_seq=60 ttl=56 time=121 ms
64 bytes from 1.0.0.1: icmp_seq=61 ttl=56 time=43.4 ms
64 bytes from 1.0.0.1: icmp_seq=62 ttl=56 time=268 ms
64 bytes from 1.0.0.1: icmp_seq=63 ttl=56 time=189 ms
64 bytes from 1.0.0.1: icmp_seq=64 ttl=56 time=19.6 ms
64 bytes from 1.0.0.1: icmp_seq=65 ttl=56 time=235 ms
64 bytes from 1.0.0.1: icmp_seq=66 ttl=56 time=161 ms
64 bytes from 1.0.0.1: icmp_seq=67 ttl=56 time=38.7 ms
64 bytes from 1.0.0.1: icmp_seq=68 ttl=56 time=86.1 ms
64 bytes from 1.0.0.1: icmp_seq=69 ttl=56 time=30.9 ms
64 bytes from 1.0.0.1: icmp_seq=70 ttl=56 time=28.9 ms
64 bytes from 1.0.0.1: icmp_seq=71 ttl=56 time=50.5 ms
64 bytes from 1.0.0.1: icmp_seq=72 ttl=56 time=25.3 ms
64 bytes from 1.0.0.1: icmp_seq=73 ttl=56 time=27.2 ms
64 bytes from 1.0.0.1: icmp_seq=74 ttl=56 time=26.3 ms
64 bytes from 1.0.0.1: icmp_seq=75 ttl=56 time=63.3 ms
64 bytes from 1.0.0.1: icmp_seq=76 ttl=56 time=23.6 ms
64 bytes from 1.0.0.1: icmp_seq=77 ttl=56 time=19.7 ms
64 bytes from 1.0.0.1: icmp_seq=78 ttl=56 time=32.7 ms
64 bytes from 1.0.0.1: icmp_seq=79 ttl=56 time=18.9 ms
64 bytes from 1.0.0.1: icmp_seq=80 ttl=56 time=75.1 ms
64 bytes from 1.0.0.1: icmp_seq=81 ttl=56 time=344 ms
64 bytes from 1.0.0.1: icmp_seq=82 ttl=56 time=16.6 ms
64 bytes from 1.0.0.1: icmp_seq=83 ttl=56 time=336 ms
64 bytes from 1.0.0.1: icmp_seq=84 ttl=56 time=17.8 ms
64 bytes from 1.0.0.1: icmp_seq=85 ttl=56 time=65.1 ms
64 bytes from 1.0.0.1: icmp_seq=86 ttl=56 time=207 ms
64 bytes from 1.0.0.1: icmp_seq=87 ttl=56 time=94.2 ms
64 bytes from 1.0.0.1: icmp_seq=88 ttl=56 time=121 ms
64 bytes from 1.0.0.1: icmp_seq=89 ttl=56 time=29.2 ms
64 bytes from 1.0.0.1: icmp_seq=90 ttl=56 time=205 ms
64 bytes from 1.0.0.1: icmp_seq=91 ttl=56 time=27.7 ms
64 bytes from 1.0.0.1: icmp_seq=92 ttl=56 time=74.0 ms
64 bytes from 1.0.0.1: icmp_seq=93 ttl=56 time=211 ms
64 bytes from 1.0.0.1: icmp_seq=94 ttl=56 time=31.7 ms
64 bytes from 1.0.0.1: icmp_seq=95 ttl=56 time=48.7 ms
64 bytes from 1.0.0.1: icmp_seq=96 ttl=56 time=149 ms
64 bytes from 1.0.0.1: icmp_seq=97 ttl=56 time=88.1 ms
64 bytes from 1.0.0.1: icmp_seq=98 ttl=56 time=17.9 ms
64 bytes from 1.0.0.1: icmp_seq=99 ttl=56 time=18.3 ms
64 bytes from 1.0.0.1: icmp_seq=100 ttl=56 time=17.2 ms
